Character name,"Character race (human, orc, halfling, etc)","Character class (wizard, bard, cleric, etc)"
Arkas Valon,Human,Wizard
Lucerys Teh'Kinrellz,Drow,Warlock
Rickon,Human,Barbarian
Jeremy,human,sorceror
Eaghan Holt,Human,Ranger
Distant Star,Tabaxi,Mystic
Perry Spirewood,Human,Druid
Nevy Astra,Half-Drow,Warlock
Mr. Gale,half-orc,cleric
Ty Vakrusk,Human,Warlock
Scrimmick L'Hedge,goblin,druid
Thull,Half-Orc,Monk
Athorn,Human,Ranger
Bo Daggit,Human,Ranger
 Curulókë,Elf,Thief
Ben Rago,human(s),Wizard/Fighter
Ander Brightfern,Aasimar,Cleric
Aodhnait,Drow,Bard
Loschwen,Dwarf,Fighter
Sir Calloway of the Yndo,Post-Human Warrior,Rogue
Ivan Raspuvsky,Human,Druid
"Lorraine-Kansif ""Lorsif"" Reilly",Halforc,Barbarian
Bard ,Halfelf,Bard
Nev'Alrin Dagus,Half Drow Half Human,Sorcerer
Magnion,Dragonborn, Sorcerer 
Veronika Corvus Aveline Thana de'Valdis The Second of The Shadowfell (Vi),Was Human Now a Drow ,Cleric of The Raven Queen
Gideon,Half-elf,Paladin
Ariché,human,swashbuckler
Egros Abre Vujitas,human,sorcerer
Oz'talun Angren,Tiefling,Warlock
Brycon,centaur,warpriest
Mal Akai,Human,Paladin
Eyrdway Demara,Half-Elf,Sorcerer
Tegwyn Meadowsweet,Elf,Warlock
Killian Fade,Elf (wood+drow),Witch
Thoren Vicelord,Half-Elf,Ranger
Zûkhwlaaey Sharptooth,half-orc,bard
Farryn Brightwater,Half-Elf,Wizard
Celephindor,Half-Elf,Sorcerer 
 Carl Rae Jenkins,Human,Bard
Mahk,Half-Orc,Monk
Dehalid,Draconic,Druid
Ori Oatblade,Dragonborn,Fighter
Sir Kazryk,Pseudodragon,Bard
"Vincent ""The Claws"" Paladino",Tabaxi,Artificer
Bullworth,Loxodon,Paladin
Imara Winterson,Human,Rogue
Trullan Serbella,Elf,Sorcerer
Grimwright,Dwarf (Hill),Cleric
Pat Big Head,Halfling,Rogue
Odi,Goliath,Wizard
Breexi,Gnome,Alchemist
Aubri Nightpond,High Elf,Sorcerer
Mac the Knife,Elf,Rogue
Theia,Human ,Cleric
Magical Trevor,Human,Wizard
Kestrel,"Half gnome, half orc",Cleric assassin
Ellywick Beren,Forest Gnome,Rogue
Barbara Ann,Half-Human Half-Giant,Barbarian
Grok,Half-Orc,Thief
Francella Pallas (aka France),Gnome,Ranger
Queenslayer,Gnome,Paladin
Lyrael,Human,Wizard
Torik,Dwarf,Fighter
Tholexios,Elf,rogue
Thorundin Greyskull,Duergar,Monk/Rogue
Aaronir Taronel,Human,Bard
Karjin,Dragonborn,Paladin
Tarn,Dragonborn,Ranger
Azmodor,Yuan-ti,Wizard
Vicem'gar,Half-orc,Diviner
Gregory Valden,Human,Paladin
Kurt,Dwarf,Ranger
Hral,Dwarf,Rogue/Ranger
Gorath Ironjaw,Orc,Fighter
Eglan Faradrim,Elf,Ranger
Vinz Glortho,Tiefling,Warlock/Sorcerer
Childerbok Icenglass,Gnome,Artificer
Nathen Forlaine,Human,Artificer
Griddle C. Hamfat,Halfling,Rogue
Lock on an Open Door,Tabaxi,Rogue
Solindar Sindel,Half-Elf,Cleric
TALI,tiefling,bard
Kylie,Human,Wizard
Bedlam Fiendkin,Tiefling,Warlock
Tordek Frostbeard,Dwarf,Barbarian
Ch'harth of Tashluta,half-orc,cleric
Vaana,human,ranger
Pebble-Rolls-Down-The-Mountain,Kenku,Monk
Soda Fountain,Aasimar,Bard / Cleric
Galen Graysteel,Human,Wizard
Krognak,Half orc,Paladin
Balthazar Brightdale,Gnome,Blood Hunter
Bors,Human,Fighter
Hiszgorr the Poisonous,Dragonkin,Chaos sorcerer
Orgrouf Higgensworth,Orc,Paladin
Brikaria,Tiefling,Sorceror
Tyr Roscoe,Human,Fighter
Blare,Kenku,Bard / Warlock
Rhoytas,Dragonborn,Ranger
Letka the Hearty,Halfling,Bard
Raz,Changling,Arcane Trickster
Shaggy,Dwarf,Berserker
Orrian,Elf,Wizard
Jolana,Elf,Monk
Bell,Dragonborn,Barbarian
Siegfried of Appin,Human,Bard
Pandora Tealeaf,Halfling,Rogue
Shepard Torak,Dwarf,Cleric
Caldan,Human,Monk
Xibalba,Tabaxi,Rogue
Irethaea,Eladrin,Psion
Malfeas,Human,wizard necromancer
Pativzar Duke of Caroling,Silver Dragonborn,Bard
Kaff,Human,Wizard
Proctor Silex,Tiefling,Bard
Hanni,Dragonborn,Bard
Adam Wright,Human,Paladin
Zig ,Goblin,Arcane Trickster
Tater Grailos,Human,Sorcerer
Illiex Montrill Mendean IX,Human,Sorcerer
Skeld Ironthews,Human,Fighter
Afua Allmhurán DaAxis,Deva,Bard
Sam Stoutbones (Miller),Halfling,Fighter
Alacrity,tiefling,monk/cleric multiclass
Miri Greycastle,Human,Wizard
Aldin Jaflame,Human,Rogue
Terwin,Halfling,Rogue
Lunastus,Khalashtar,Warlord
Rowan O'Dell,Human,Paladin
Alva,Aasimar,Fighter
"Pig Dude, The Pig Ninja","1/2 Pig, 1/2 Goblin but looks like a Pig",Ninja
Tobias Peregrine,Gnome,Druid
Sha'quila,Human,Rogue
Zavijava Alcyone,Human,Cleric
Raxicoricofalipatorius Kalacpelgassacresalvoc,Ratman,"Rogue, bard, dragoon, seeker of the song"
Erias Riminez,Human,Sorcerer
Skullbutt,Small Cat,Bard
Kallista,dwarf,sorcerer
"Aphglirvorien Smith															 															 															",Half-Elf,Rogue
Gabriel,Aasimar,Fighter
Carilla Pinn,Half Left Elf,Bard
Dikordoni,half-elf,bard
Pimetra Underfoot,Halfling,Rogue
Tomil Nuccem,Human,Rogue
Valerius Lucius Tullace Von Einbard Deverin IV,Human,Swashbuckler/Magus
Freddy Menelul,Half-elf,Monk
Ehrogar,Dragonborn,Fighter
Orianna Carrion,Tiefling,Warlock
Ser Gregorovic Nikov,Human,Fighter
Vicgretor Urthadar,Half-elf,Ranger
That Which Remains,Black Pudding,Ranger
Sargesh,Elf,Rogue
Clarys,half elf,paladin
Dordaloz the Magnificent,Human,Sorceror
"Galinndan ""Galin"" Ilphelkiir",Half-Elf,Rogue/Warlock
Renvor,Human,Druid
Zaela Thunderstruck,Halfling,Cleric
Luna Bootsnatcher,Tiefling,Barbarian
DYLAN DESOTO,Half-vampire,Gunslinger
SGT. ERIC BRUCE LEE,Human,Police Officer
GUY JACOBSON,Human,Garbage Mage
JESSIE OLMSTEAD,Were-serpent,Eco-terrorist
Frank,Imaginary Friend,Imaginary Friend
Caliban RedLeaf,Elf,Wizard/Elementalist (fire)
Elijah Copperpot,Gnome,Wizard
Garbo the Unpleasant,Garbageman,Rogue
Jonathan O'Connell,Half-elf,Fighter/Rogue
Alicia DarkThorne,Half-Elf,Swashbuckler
Felix Donovan,Human,Fighter/Rogue
Jericho Arnon,Half-elf,Cleric
Azven Shavant,Human,Sorcerer 
Tempest,Pixie,Sorcerer
Silora Silverman (Thistle),Changeling,Bard
Fiore Ghufran,Tiefling,Fighter
"Kizki ""Pepper"" Urahett",Silver Dragonborn,Ranger
Denegar Pyral,Half-elf,Bard
Boggart,Half-orc,Fighter
Gnarbo,forest spirit,druid
Calvino Terzo,Human,Rogue
Alborin Orveal,Half Elf,Ranger/Fighter
Brundorff Stoutgirth,Dwarf,Bard
Usk,Half-Orc,Druid
Ilisia,Drow,Striker
Gorton Froggenhall,Half-Orc,Wizard
Leaf,Half-orc,Druid
Dayna Nightengale,Human ,Cleric
May,Halfling,Ranger
Snap,pixie,rogue
Marco Fallacy,Human,Pirate
Aemon Ragshirt,Human,Druid
Tohmed Winder,Human,Paladin
Marsal Sorra Sabatier,Water Genasi,Monk/Sorceror
Goop Boi,Sword in a gelatinous cube,Sorcerer
Dorian,Elf,Druid
Auri,Human,Cleric
Aquaria Innsmouth ,Deep One,Superhero
Woodsman,Human,Ranger - really a superhero
Comrade Frost,Vampire,Sorcerer - sort of 
Butch deadlift ,Dwarf,Barbarian 
Zephyra Morose,Human,Wizard
Imriel Meiji,Half-elf,Bard
Sif Koboldsbane,Human,Cleric
Cal Warden,Human,Cleric
Jakor the Knife,Half-Orc,Rogue
Vera Mil'aro,High Elf,Rogue
Willa Wise,Human-presenting Aasimar,"Bard/Paladin (or what I like to call a ""pala-bard"")"
Frélaf,Elf,Ranger
Aidan Scien,Human,Fighter
Goragog Nazur,Orc,Warlock
Gork,Half-orc,Barbarian
Arabella Goldthorn,Half-elf,Wizard
Cora Beestinger,halfling,cleric
Bimpnottin Breena Bodynock Beren,gnome,rogue
Xanwraith Krigalyn,Half-Elf,Warlock
Panda,Human,Barbarian
Calliope Docktryne,Human,Paladin
Cirri Gragarren,Shield Guardian,Psion
Maikalin Errolson,half-elf,ranger
Ailrich Edmundson,shapeshifter,fighter
Mickahal,Human,Paladin
John McClane,Human,Rogue
Surreal,Half-elf,Rogue
"Brynna ""Jeweltongue"" Ironbrew",Dwarf,Bard
Nian,Elf,Paladin lvl 9 Bard lvl 2
Ruffles,Kenku,Druid
Lari,Elf,Ranger and Mammoth Rider
Mattais,Half-orc,Cleric
Constantine,Half-Orc,Witch
Splug,Lizardfolk,Barbarian
Siloqui Snow,Half-drow,Cleric/Warlock
Fritz “Jack” Hanswurst,Human,Rogue/assassin
Casimir,halfling,cleric
Ongar Vethrin,Human,Wizard
Ironbark,Vengeful Tree Spirit,Barbarian
Risal,Tiefling,Magus
Runa Kaeja Dyrhildur,Undine,Hydrokineticist
Rosemary Reid,Human,Horror Vlogess
Tamoni ,Orc ,Fighter 
Zanzifer,Gnome,Bard
Demaile,half-elf,rogue/cleric
Akia Izumi,human,Sorcerer
Elisa Warsong,Human,Monk
Whispers in the Shadow,Tabaxi,Monk
Korzora,Halfling,Rogue
Ezhelya,Githzerai,Fighter
Elaine Moonbloom,Elf,Druid
Socks Proboscis Gelato,Half-Elf,Paladin
Muta,Tabaxi,Barbarian
Laoise,Human,Druid
Drift,Warforged,Fighter
Henry & Tobias,Halfling,Bard
Tylenol,Half-elf,Wizard
Dicque Knutse,Tiefling,Artificer
Nathe Sailor,Half-orc & half elf,Monk & Barbarian
Kias Le'Mirrin,Human,Fighter
Kenna Merigold,fire genasi,rogue 
Finduilas,Half-Elf ,ranger
Hrüne,Human,Barbarian
M'herra,Tabaxi,Monk
Bahku,Goblin,Barbarian
Celia Rinas,Human,Warlock
Wildrose,Pixie,Warlord
Ceta,Human,Avenger
Rolvik of the Far Seas,Human,Cleric
Keagan,Half-elf,Rogue
Thu'rum Quartzheart,Dwarf,Berserker
Raia,Gnoll,Shaman
silent second chance,tabaxi,monk
Deianira Sunstorm,human,bard
Foster,Human,Rogue
Jeremithias,elf,rogue
Mella Liastacia,gnome,warlock
Rece,High Elf,Wizard
Blood,Blood,Flip Blood
Gay,Fae,Bae
Hawthorn,druid,druid
Aria Ravenmire,Half-High Elf,Bard
Merric Underbough,Halfling,Warlock
Giblir,Gnome,Rogue
Jonasz Bubba,goblin,bard
Nadia Ilieva,tiefling,wizard
Syrine,Human,Rogue
Citrine Kegrunner,dwarf,cleric
Tiamat,dragonborn,fighter
Binder Dunnat,Half-Elf,Sorcerer
Brannon Darrow,Human,Cleric
Tutu Aitel,Goblin,Paladin
Ma'loroth Shadowsong,Moon elf,Soulknife
Alton Grabby,Halfing,Druid
Rat,Human,Barbarian
Din,Tiefling,Rogue 
Laethwina,Elf,Cleric
Magho,Half-orc,monk
Visler,Dwarf,Fighter
cha boy taako,sweet elf,flip wizard
Cypress Hayes,Half Elf,Wizard
"Tchek!!Ai (""Hickory"")",Thri-Kreen,Ranger
Sander Greenborn,Human,Rogue
Addrir,Human,Druid
Vilmar,Elf,Sorcerer
Eryn Wache,Human,Summoner
Corro Mossbeard,Dwarf,Druid
Aria Jasker,Tiefling,Cleric
Gaylord Freejack,Human,Wizard
Fat Chavez,Human,Cleric
Timon,human,bard
Tanuki,badger,bloodrager
Orrin 'The Grey Rat' of Eswick,Half elf,Rogue
Vripe,human,rogue
Twilek Gronleaf,Halfling,Rogue
Kuros,Human,Monk
Stormthorn,Cleansed Blight,Rogue
Killweasel,elf,druid
Alouette,warforged,paladin
Diana Bethlehem Douglas,half-elf,bard
Rudy Kulos,Human,Rogue
Rolloch Round-Ear,Ratfolk,Battle Cleric
Prince Traorus,Undead human,Necromancer
Zamären,Aquatic Elf,Bard
Selene,half-elf,bard
Tali,human,monk
Hester Hawthorne,Human,Inquisitor
Redlen,human,rogue
Amara,Human,Warlock
Jangaiva hiTlélsu,human,Assassin
Chime,Kenku,Rogue
Tyrrell Foyle,Half-Elf,Sorcerer
Roger Jinx,Human,Ranger (freebooter pirate)
Nerys,Deer-Elf,Arcane Duelist
Tecla Moldovite,Half-elf,Bard
Tecla Moldovite,Half-elf,Bard
Wyvern,Half orc,Ranger/rogue
Clank,Warforged,Barbarian
Barnabus Bump,Wood Elf,Warlock
Ahethar,Wood Elf,Monk/Rouge
Jackson Rainard,human,Paladin
Mordekii,Tiefling,Warlock
Jimmy Hardtack,Volksdeutsche,Political upstart
Skal,Aaracokra,Monk
Wyvern,Half orc,Ranger/rogue
Sorcha,Gnome ,Eldritch Knight
Sir Alder Brightstar,Human,Fighter
Abraxos of Klan Kardashian,Dragonborn,Ranger
Bindle Growly Zook Papasko Eddy Donahue Dornbill,Gnome,Barbarian
Alton Woodbarrel,Halfling,Bard
Stonys,Halfling,Artificer
Cierro,Drow Elf,Rogue
Lola Slaptrap,Halfling,Bard
Draghard,dwarf,warrior
Deipho Rolsiri,Half-elf,Rogue / Cleric
Barin,human,rogue
Zarga the Sturdy,Half-Dragon,Barbarian
Brizzo,Dragonic,Wizard
Chirp,Kenku,monk
Joseph (Jo Jo) of Japset,Mouse-Folk (Homebrew Race),Rouge
Talia,Human,Wizard
Paul Fin,Aarakocra,Bard
Kadshah Messua Regalen (Ember),fire genasi,rogue
Qun,Elf,Monk
Skaldi,Half-orc,Barbarian
Sha'ari,Human,Rogue
Jin Fellthorne,half elf,sorcerer
Mara Ravenwood,Human,Wizard
"Burgess Brachen ""Moss"" BryoPhyten",Forest Gnome,Ranger
Binyamin,Elf,Fighter
Albert,Owlbear,Owlbear
Mr. Wok,Vulcan,Science officer
Benevolence Ranrek,Tiefling,Cleric
Luwenna Coupe,Human,Paladin
Alan Fane,Human,Druid
Melys,Human,Rogue
Georgie Thomas,Human (pretends he's a High Elf),Bard (doesn't know any music)
Tezelin,tiefling,cleric
Prince Septimus de Vanderbilt,human,necromancer
Willandringa Redsmith,human,ranger
Janamir,human,cleric
Matteo Cole,half-faerie,fighter
Rillian Turner,half-elf,adventurer
Kellan,elf,sorceror
Rhokimira,Half-Orc,Bard
"Rilla ""Ranger"" Rick",Elf,Ranger
Club,Human,Barbarian
Erik,Human,Bard
Doryc,Gnoll,Psychic Warrior
Martigan,Human,Barbarian
Rix Rez,Goblin,Fighter
Lucina,Human,Alchemist
Mallory (Mabgrula Gra-rulfafa),Orc,Cleric
Ruby ,Half elf,Rogue 
Rairaela,Kobold,Alchemist
Wralarys Casaadi,dragonborn,cleric
Udo Eastwood,Halfling/Hobbit,Ranger
Samira,Halfling,Rogue (arcane trickster)
Feklahr,Half-Ogre,Barbarian-Berzerker
Marok,Dwarf ,Fighter 
Pockets,Half Elf,Thief
Faila Marivaldi,Human,Warlock
Niddler,Hadozee,Warblade
Kellett,Human,Fighter
Koko of Silverhair ,Half Elf ,Cleric 
Okkat,Tiefling,Bladesinger Rogue
Romeo ,Aasimar,Paladin
Shorn,Human,Monk
Table,Warforged,Fighter
Rizka,Forest gnome,Fighter
Mei,Monstorous Humanoid,Rogue
Flare Reddragon,Dragonkin,Cleric of Bahamut
Morsus Gage,Sand Tribe,Dragoon
Ursa,Frentini (Bear Person),Warrior
Asher Evenwood,Human,Sorcerer
Solitude,Tiefling,Monk
Sevash,drow,barbarian
Smok,human,bard
Captain Morgan Freeman,Elf,Wizard
Geirolf,Human,Paladin
Caleb Tierce,Halfling,Rogue
Finn McCool,Human,Barbarian
Relwof,Goblin,Witch doctor
mcjerkin,dwarf,cleric
Cloud Heamsang,Human,Witch Hunter
Urlfgar,Dwarf,Fighter
Muriel Hammerhand,Dwarf,Cleric
Shae,Human,Sorcerer
Sigurd mardh,Aasimar,"Sorcerer, Paladin"
Kava Norixius,Dragonborn (Black),Barbarian
Rowan Tree,Elf,Ranger
Kethra Marivaldi,Tiefling,Rogue
Kurbo Blaensworthy,Ghostwise Halfling,Grave cleric
Borba Spinebreaker Gornak,Half-orc,Paladin
Elwis Essenspeak,Human,Ranger
Maerun,Elf,Bard
Mi-xiang,kitsune,rogue
Skyvola,Human,Fighter
Pel Greenthumb,Halfling,Monk
Nissa Doublelock Filchbatter,Rock Gnome,Cleric
Marjoram,Shifter (cliffwalk),Rogue
Ryder,Half Elf,Warlock
Eilian Faevilin,Half elf,Rogue
Skurrg,Gnoll,Warblade
Tristan Crushbone,Half-orc,Sorcerer
Pax Eterna,half elf,rogue
Pogon,Kobold,Wizard
Issachar Voss,Human,Investigator 
Allan Bellamy ,Human,Swashbuckler
Gippy ,Elf,Wizard
Thazsui Zsesztlei,Yuan-Ti Pureblood,Sorcerer
Ladardon Fireforge,Dwarf,Fighter
Revel Junic Pharidian Baccharnale,High Elf,Fey Warlock
Asenath of Gavaldon,elf,wizard
Nim,Chimpanzee,Fighter
Ulara de Verici,drow,rogue
Thalassa Miller,Human,Druid
Kirze,Eladrin,Wizard
Creed,Tiefling,Fighter
Verbule Ovenbird,Human,Cleric
Carceri Galanodel,Drow,Warlock
Lucien Brecassen,Half-elf,Sorcerer
Harth Bearclaw,Human,Barbarian
Epiphany,Tiefling,Cleric
Tam Lin,Human,Warlock
Lawrence,Ratfolk Vampire,Talent Thief (spheres of power rogue)
Invicta Xiloscient,Half-elf,Hexblade
Standin N. Yergarden,Gnome,Wizard
Victoria the Raven,Human,Sorceress
Dan Tempest,Aasimar (Pathfinder),Swashbuckler and Paladin
Calathein Do'Erden,Drow,Fighter 5/Wizard 35
Caeddo,Gnome ,Wizard
Ghug Battlebell,Orc,Bard
"Vailea Ebonshard AKA Snow Princess, Vee",Human,Sorcerer/Bard (Considers herself a Wizard)
Maestro,Warforged,Bard
Torhas Erathur,Human,Zealot
Flit,Aarakocra,Wizard
Lord Furion,human,fighter
Kona,Human,Barbarian
Naoise 'Zapp' Garrick,Gnome,Sorcerer
Diana Stanley,Tiefling,Paladin
Aurrk,Aarakocra,Ranger
Laocuon Liadon,Wood Elf,Ranger
Alan Fangor,Half-Elf,Warlock
Danielle Roseaqua,High Elf,Rogue
Shayna Moore,Aasimar,Paladin
Fiorello Longfellow,Halfling,Bard
Martin Penhallow,Dwarf,Cleric
Soraya Samr’adeah Arshein,Half Elf ,Ranger
Charlotte Elizabeth Lorraine “Red” de Montescue ,Human,Barbarian
Callie Goodbarrel,Halfling,Bard
Wilson Lombardy,human,fighter
James Pines,Human,Charismatic Hero
Mavis,human,witch
Yrena Fern,half-elf,thief
Olevar the Magnificent,Yuan-ti Pureblood,bard
"Babette ""Babs Hazard"" Hazarika",Human,Wizard
dugan fathers,half elf,bard
Nox,Halfling ,Spirit Medium
Shump,Half-orc,Bard
Vardis,Elf,Cleric
Quizmar,Changling,Master Transmogrifist
Mailys ,Human,Wizard
Nazarr,Dark Elf ,Rogue
Hasau ,Half-orc,Monk
Bona d'Ecole,Elf,Bard
Lalo Islemere,Stout Halfling,Path of Ancients Barbarian
Therin Smith,Human,Rogue
Latitude,Gnome,Assassin
Flock,Kenku,Rogue
Dorcy Redleaf,"1/16 elf, 15/16 human",Ranger
Rachel Jakubowski,Human,Warrior
Usire,Human,Thief
Fausta,Human,Wizard
Ianto,Human,Fighter
Tanit,Human,Thief
Kahya the Priestess,Human,Cleric
Gemistos,Human,Wizard
Taharqa,Human,Fighter
Orestes,Human,Cleric
Syphrax,Human,Fighter
Mithridates,Human,Thief
Veleda,Human,Cleric
Galla Pulcheria,Human,Cleric
Uldin,Human,Fighter
Kreka the Calamitous,Human,Fighter
Flying Sword Follows Goose,Half-Elf,Sorcerer
Mun'aki,Elf,Bard
Bridget Valhelena Ingridsdottir,Dwarf,Warrior
Temperance Gruukash,half-orc,warlock
Owen Noson ,Half-Elf,Cleric
Jayda Windcrest,human,cleric
Orryn Varrick,half-elf,rogue
Nara,half-orc,fighter
Wess Pyrefall,Human,Warlock
Lied Tea'Sun,Human,Thrallherd
Fosco Bushdimple,Halfling,Monk
Mara Verdante,Half-orc,Paladin
Dilvish,Human Lich,Wizard
Selene Paige,Human,Witch
Hrrikke,Aarakocra,Monk/Cleric
Bairen Kamelot,Human (Variant),Fighter/Bard
Unit SH3,Warforged,Sorcerer/Bard
Hope ,Goblin,Barbarian
Brian Hillberry,Human,Wizard
"Jaatikko ""Deepcrusher"" Komatorono",Goliath,Cleric
Bojana Lyrimin,Human,Paladin
Kay Shirogane,Youkai,Barbarian/Binder
Klein Reinstein,Mountain Dwarf,Wizard
Thrall,Tiefling (Devil's Tongue),Warlock
Delirhia Axiom,Tiefling,Eldritch Knight
Ouranos Nantarath,Triton,Paladin
Malcom Fletchershot,Human,Hunter
Dr. Duke Balfour,Human,Sage (Adjunct professor of humanities at Maine Maritime Academy)
Calusar Voninvenn,Water Genasi,Warlock
Mika,Half elf,Favored soul
Hilda,Half orc,Cleric
Rochia,Feral Hellfire Tiefling,Rogue
Arrhenia Citrinitas,Tiefling,Sorcerer
Llewellyn Oth Sewan,Human,Wizard
Styl Neinarte,Eladrin,Fighter/Wizard
Kannadi Albedo,Human,Warlock
Pennie “Pen” Pepperring,Halfling,Wizard
"Syprinn ""Meteor"" Rubrofuscus",Dragonborn,Cleric
Canary Temp,Ghostwise Halfling,Ranger/Cleric/Druid/Rogue/Sorcerer
Xandor Undoviel,Elf,Ranger
Olon,Human,Wizard
Orona Sairis,Half-Elf,Sorcerer
Sanguine,Tiefling,Warlock
Reese Whatsitsname,Human,Ranger
Varyik,kobold,warrior
"Angelica ""Angie"" Jones",Human,Warlock
Griftlok,Dwarf,Fighter
"Angelica ""Angie"" Jones",Human,Warlock
Sacha,Tabaxi,Cleric
Book,Warforged,Fighter
Disylgi Amacanfel,dwarf,paladin
Leanora,Half-elf,Rogue
Brégevic,aasimar,elementalist
Thashk,Orc,Bard
Luka,Ha;f-Elf,Rogue
Rain Silvertrees,Halfling,Monk
Ben,Human,Hacker
Jingles,Kenku,Ranger
Ffion,Half-elf,Bard
Blessing,Tiefling,Barbarian
Gurdis Finknottle,Dwarf,Druid
Angstrom Wolfslayer of Whom the Bards Sing,Human,Paladin
"Mili, Son of Mistle",Dwarf,Fighter
Aileron the Flighty,Human,Rogue
Yffrei,Human,Sorcerer
Cowbell,Kenku,Bard
Noria Golemslayer,Human,Warlock
Bungletop Schitkicker,Human,Farmer
Linu Lomivazi,Half Arc,Fighter
Tordek Strongarm,Dwarf,Paladin
Nicholas Tillinghast,Human,Wizard
Nebula,Human,Cleric
Francis,Human,Cleric
Callie,Aarakocra,Druid
Levity Shadeclimber,Halfling,Rogue
Rezkin,Elf,Thief
Jasco,Dwarf,Druid
Oreo,Dwarf,Paladin
Kevyn,Human,Fighter
Yareach Hekousios,Half-elf,Rogue
Malfeas,Avvar,Spirit seer
Juniper 'Junebug' Masson,Elf,Wizard
Amasolintha,Elf,Druid
"Emeric, Lord Argent",Human,Immolator
Sebak,Anuboid,fighter
Alabaster Silverleaf the 3rd,elf,wizard?
"William ""Dubs"" Walker",human,bard
Ashta,Salamander,immolater
Lilith Nowhere,Tiefling,Warlock
Mourne Moondown,elf,bard
Clint Beakwood,tengu,gunslinger
Karfel,kitsune,fighter
Feloren Zuunath,triton,paladin
Spiritwalker Dreamsail,half-elf,bard
Rory,Catfolk,Shadow Dancer
Taggin Lufah Kootoo,Gnome,Warlock
Da'reth,Drow,Bard
Soren Oerkali,Aarakocra,Paladin
Yorelin,Wood Elf,Rogue
Ereldril,Half-Drow,Wizard
Phyll Nerkon,Human,Wizard
Thelaw Jujurex,Goliath,Paladin
Lilth'et,Drow,Cleric
Maurice,Kenku,Bard
Yan,Human,Stalker
Oswin,Elf,Cleric
Iorad,Human,Fighter/Rogue
Juanfendrel Pedrolofar,Elf,Rogue
Mariya,Half-elf,Bard
Bear,Bear,Druid
carlos,dwarf,thief
Jun,Human,Card Dealer (D&D homebrew)
Vanora,Human,Rouge
Nixie,Dwarf,Barbarian
Oliverius Selwyn Averill Porter,Human,Fighter
Renos Agurto Sitorus,Halfling,Fighter
Modun Stiggle,Monk,Goblin
What Zit Tooya,Human,Bard
You,Human,Choose one
A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,Unknown,Unknown
Grelk Fitzzilioni,Half-Orc,Barbarian
Banti.,Human,Fighter
Vanya danaco,Elf,Druid.
Whirl,Air Genasi,Monk 
Acqaeous,Undine,Bard
Myekal,Tortle,Monk
Elezar Agnarrsson,Half-orc,Cleric
Alyssana Grace Hearthburn,Aasimar,Paladin
Lerion,High Elf,Wizard
Zahav,Woven Person,Vigilante
Will,Human,Rogue
Immeral Liadon,Half-Elf,Sorcerer
Rastla,Human,Mage
Lucas ,Human,Fighter
Skyrarr Windseed,Aarakoca,Cleric
Muspell Heavyhand,Gnome,Wizard
Alistair,Human,Warlock
Thalaxandre Kannendry,human,warlock
Devon Highcliff,dwarf,barbarian
Gigmucc,Grung,Artificer
Gigmucc,Grung,Artificer
Normaris Galaren,Drow,Warlock
Marian Cullyster,Half-Elf,Bard
Chumbar,Elf,Divine Soul Sorcerer
Kythor,Tiefling,Ranger
Balama,Gnome,Bard
Eusebio,Dwarf,Fighter
Distance Evenblight,Tiefling,Rogue
Rin Kurome,Human,Fighter
Anyanmarellya Geveranhomnasdya,Dwarf,Monk
Iason MacShugenav,Human,Sorcerer
Mandell,Elf,Rogue/Cleric
Blandly,Human,Cleric
Clay,Elf (drow),Monk
Byron the Dirt-Mage,Human,Wizard
Tarilide,Rose Knight,Rose Knight
Rosaen Maseer,Catman (Tiger),Fighter
Hillary Banks,Human,Druid
Professor Aurelia,"Dragonborn, blue",Artificer
Cadbury,Halfling,"Rogue, arcane trickster"
Waawoo,Wood elf,Ranger
Thia,Half elf,Fighter 
Briar,Half-elf,Bard
Nightshade,Dark Elf,Assassin
Gen Ericman,human,warlord
Eltar,Dragonborn,Warlock
Damakos Smith,Tiefling,Rogue
Mal,human,monk
Emadris,dwarf,fighter
Pistoph Zarathustra Woerloga.,Human,Wizard
Amras Telamon,Half Elf,Fighter
Harland Morningstar,Human,Cleric
Amon-ra,Minotaur,Blood Hunter
Lakertis Fenkenkabrandon,Dragonborn,Fighter
Miles Silvain,Human,Bard
Regis Misericorde,Half-Elf,Rogue
Zuq Maddik,Elf,Monk
Derp,Mole,Warlock
Chomsky,Gnome,Wizard
Moth,Aasimar,Druid
Morik of the Shades,Human,Cleric
Morphos Blackhorn,Half-Ord,Witch
Tidas Bridgebreaker,Human,Barbarian
Antimony Pleonexia,Human,Rogue
Nessa Wren,Elf,Wizard/Fighter
Rannoch Ramstead,Half-orc,Wizard
Nara Pellison,Wererat,Ranger
Evan Locke,Dhampir,Bard
"Gearoid ""Gar"" Howard",human,druid
"Eva ""Eve"" Ava",Human,Warlock
Ygritte,Ifrit,Paladin
Rollo,Dragonborn,Cleric
The Branch that Floats Down the Left-Hand Side of the River,Tabaxi,Wizard
Varis Silverfrond,High Elf,Cleric
Maris Redcrown,half-elf,druid
Dougal MacGregor,Human,Barbarian
Finn Tabbert,Human,Fighter
Jaden Redweaver,Halfling,Rogue
Hansom Pibble,human,thief
William of the Smith House,Human,Bandit
Penance,Tiefling,Bard
Bronwin Bangmead,Hill Dwarf,Bard
Valandil Surion,Half-Elf,Sorcerer
